Arachide
Azuki
Beurre de cacahuète
Crème soja
Fenugrec
Fève
Flageolet
Haricot blanc
Haricot borlotti
Haricot noir
Haricot rouge
Lentille blonde
Lentille corail
Lentille noire
Lentille verte
Miso
Mungo
Petits pois
Pois cassés
Pois chiche
Pois du Cap
Protéines de soja
Sauce soja
Tempeh
Tofu
Tonyu
